고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,본번,부번,건축물대장고유번호,기준년도,기준월,동코드,동명,토지대장면적,산정대지면적,건물전체연면적,건물산정연면적,주택가격,표준지여부,데이터기준일자
2826010400107420000,2826010400,인천광역시 서구 경서동,1,일반,742,5,2826010400107420000,2020,01,0,0,275.8,275.8,649.79,649.79,700000000,N,2020-04-29
2826010400107420000,2826010400,인천광역시 서구 경서동,1,일반,742,9,2826010400107420000,2020,01,0,0,242,242,562.2,562.2,686000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,2,2826010400107430000,2020,01,0,0,145,145,265,265,341000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,3,2826010400107430000,2020,01,0,0,135.1,102.99,276.1,210.46,264000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,4,2826010400107430000,2020,01,1,0,413.5,264.19,494.21,315.77,471000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,7,2826010400107430000,2020,01,0,0,228.9,228.9,501.35,501.35,588000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,12,2826010400107430000,2020,01,0,0,190.8,190.8,406.11,406.11,474000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,13,2826010400107430000,2020,01,0,0,197.1,84.71,196.22,84.33,85800000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,14,2826010400107430000,2020,01,0,0,204.4,204.4,428.1,428.1,486000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,20,2826010400107430000,2020,01,0,0,238.8,238.8,560.33,560.33,605000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,21,2826010400107430000,2020,01,0,0,287.8,287.8,626.57,626.57,681000000,N,2020-04-29
2826010400107430000,2826010400,인천광역시 서구 경서동,1,일반,743,24,2826010400107430000,2020,01,0,0,230,230,539.6,539.6,585000000,N,2020-04-29
2826010400107440000,2826010400,인천광역시 서구 경서동,1,일반,744,2,2826010400107440000,2020,01,0,0,199.1,199.1,417.96,417.96,469000000,N,2020-04-29
2826010400107440000,2826010400,인천광역시 서구 경서동,1,일반,744,3,2826010400107440000,2020,01,0,0,210.9,210.9,459.76,459.76,507000000,N,2020-04-29
2826010400107440000,2826010400,인천광역시 서구 경서동,1,일반,744,4,2826010400107440000,2020,01,0,0,190.6,190.6,285.42,285.42,421000000,N,2020-04-29
2826010400107440000,2826010400,인천광역시 서구 경서동,1,일반,744,10,2826010400107440000,2020,01,0,0,381.9,123.39,288.31,93.14,156000000,N,2020-04-29
2826010400107440000,2826010400,인천광역시 서구 경서동,1,일반,744,11,2826010400107440000,2020,01,0,0,166.5,92.82,172.2,96,134000000,N,2020-04-29
2826010400107460000,2826010400,인천광역시 서구 경서동,1,일반,746,4,2826010400107460000,2020,01,0,0,173.1,132.72,285.59,218.96,332000000,N,2020-04-29
2826010400107460000,2826010400,인천광역시 서구 경서동,1,일반,746,7,2826010400107460000,2020,01,0,0,200.2,200.2,414.57,414.57,479000000,N,2020-04-29
2826010400107470000,2826010400,인천광역시 서구 경서동,1,일반,747,4,2826010400107470000,2020,01,0,0,166.4,166.4,349.79,349.79,384000000,N,2020-04-29
2826010400107470000,2826010400,인천광역시 서구 경서동,1,일반,747,5,2826010400107470000,2020,01,0,0,205,205,319.2,319.2,455000000,N,2020-04-29
2826010400107470000,2826010400,인천광역시 서구 경서동,1,일반,747,6,2826010400107470000,2020,01,0,0,195.2,195.2,438.69,438.69,540000000,N,2020-04-29
2826010400107470000,2826010400,인천광역시 서구 경서동,1,일반,747,7,2826010400107470000,2020,01,0,0,174.9,174.9,406.49,406.49,443000000,N,2020-04-29
2826010400107470000,2826010400,인천광역시 서구 경서동,1,일반,747,10,2826010400107470000,2020,01,0,0,155,155,326.4,326.4,362000000,N,2020-04-29
2826010400107480000,2826010400,인천광역시 서구 경서동,1,일반,748,1,2826010400107480000,2020,01,0,0,192.3,192.3,434.64,434.64,495000000,N,2020-04-29
2826010400107480000,2826010400,인천광역시 서구 경서동,1,일반,748,2,2826010400107480000,2020,01,0,0,313.7,313.7,699.37,699.37,833000000,N,2020-04-29
2826010400107480000,2826010400,인천광역시 서구 경서동,1,일반,748,3,2826010400107480000,2020,01,0,0,246.2,246.2,532.76,532.76,593000000,N,2020-04-29
2826010400107480000,2826010400,인천광역시 서구 경서동,1,일반,748,7,2826010400107480000,2020,01,0,0,144.1,144.1,304.65,304.65,368000000,N,2020-04-29
2826010400107490000,2826010400,인천광역시 서구 경서동,1,일반,749,4,2826010400107490000,2020,01,1,0,395.1,197.55,445.44,445.44,518000000,N,2020-04-29
2826010400107490000,2826010400,인천광역시 서구 경서동,1,일반,749,4,2826010400107490000,2020,01,2,0,395.1,197.55,445.44,445.44,518000000,N,2020-04-29
2826010400107490000,2826010400,인천광역시 서구 경서동,1,일반,749,10,2826010400107490000,2020,01,0,0,197,197,448,448,507000000,N,2020-04-29
2826010400107500000,2826010400,인천광역시 서구 경서동,1,일반,750,1,2826010400107500000,2020,01,0,0,282,282,654.28,654.28,825000000,N,2020-04-29
2826010400107500000,2826010400,인천광역시 서구 경서동,1,일반,750,5,2826010400107500000,2020,01,0,0,439,439,876.29,876.29,1181000000,N,2020-04-29
2826010400107500000,2826010400,인천광역시 서구 경서동,1,일반,750,9,2826010400107500000,2020,01,0,0,315.6,315.6,717.26,717.26,878000000,N,2020-04-29
2826010400107500000,2826010400,인천광역시 서구 경서동,1,일반,750,10,2826010400107500000,2020,01,0,0,254.9,254.9,610.91,610.91,729000000,N,2020-04-29
2826010400107520000,2826010400,인천광역시 서구 경서동,1,일반,752,7,2826010400107520000,2020,01,0,0,112.9,56.45,134.64,67.32,96900000,N,2020-04-29
2826010400107520000,2826010400,인천광역시 서구 경서동,1,일반,752,10,2826010400107520000,2020,01,0,0,151.4,151.4,337.44,337.44,362000000,N,2020-04-29
2826010400107520000,2826010400,인천광역시 서구 경서동,1,일반,752,13,2826010400107520000,2020,01,0,0,250.8,158.96,388.37,246.15,352000000,N,2020-04-29
2826010400107530000,2826010400,인천광역시 서구 경서동,1,일반,753,1,2826010400107530000,2020,01,0,0,176.7,176.7,407.52,407.52,456000000,N,2020-04-29
2826010400107540000,2826010400,인천광역시 서구 경서동,1,일반,754,4,2826010400107540000,2020,01,0,0,313.3,313.3,689.99,689.99,870000000,N,2020-04-29
2826010400107540000,2826010400,인천광역시 서구 경서동,1,일반,754,5,2826010400107540000,2020,01,0,0,231,231,515.47,515.47,621000000,N,2020-04-29
2826010400107550000,2826010400,인천광역시 서구 경서동,1,일반,755,12,2826010400107550000,2020,01,0,0,416.9,416.9,864.72,864.72,983000000,N,2020-04-29
2826010400107560000,2826010400,인천광역시 서구 경서동,1,일반,756,4,2826010400107560000,2020,01,0,0,276,276,620.97,620.97,676000000,N,2020-04-29
2826010400107560000,2826010400,인천광역시 서구 경서동,1,일반,756,10,2826010400107560000,2020,01,0,0,230.1,230.1,520.88,520.88,557000000,N,2020-04-29
2826010400107570000,2826010400,인천광역시 서구 경서동,1,일반,757,6,2826010400107570000,2020,01,0,0,250.4,250.4,558.95,558.95,648000000,N,2020-04-29
2826010400107570000,2826010400,인천광역시 서구 경서동,1,일반,757,9,2826010400107570000,2020,01,1,0,201.9,201.9,455.98,455.98,499000000,N,2020-04-29
2826010400107580000,2826010400,인천광역시 서구 경서동,1,일반,758,2,2826010400107580000,2020,01,0,0,194.4,194.4,440.16,440.16,466000000,N,2020-04-29
2826010400107580000,2826010400,인천광역시 서구 경서동,1,일반,758,9,2826010400107580000,2020,01,0,0,262.7,262.7,558.6,558.6,701000000,N,2020-04-29
2826010400107590000,2826010400,인천광역시 서구 경서동,1,일반,759,3,2826010400107590000,2020,01,0,0,330,330,745.8,745.8,928000000,N,2020-04-29
2826010400107610000,2826010400,인천광역시 서구 경서동,1,일반,761,8,2826010400107610000,2020,01,0,0,224.7,133.85,325.37,193.83,288000000,N,2020-04-29
2826010400107610000,2826010400,인천광역시 서구 경서동,1,일반,761,11,2826010400107610000,2020,01,0,0,230.6,230.6,536,536,561000000,N,2020-04-29
2826010400107620000,2826010400,인천광역시 서구 경서동,1,일반,762,9,2826010400107620000,2020,01,0,0,112.1,112.1,510.12,510.12,432000000,N,2020-04-29
2826010400107640000,2826010400,인천광역시 서구 경서동,1,일반,764,6,2826010400107640000,2020,01,0,0,396.7,157.81,335.05,133.29,219000000,N,2020-04-29
2826010400107660000,2826010400,인천광역시 서구 경서동,1,일반,766,1,2826010400107660000,2020,01,0,0,259.3,259.3,569.25,569.25,637000000,N,2020-04-29
2826010400107660000,2826010400,인천광역시 서구 경서동,1,일반,766,5,2826010400107660000,2020,01,0,0,261.6,261.6,474.68,474.68,638000000,N,2020-04-29
2826010400107660000,2826010400,인천광역시 서구 경서동,1,일반,766,8,2826010400107660000,2020,01,0,0,262,262,609.48,609.48,742000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,1,2826010400110000000,2020,01,0,0,239.3,222,423.68,393.06,540000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,3,2826010400110000000,2020,01,0,0,238.2,221.65,425.92,396.31,544000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,4,2826010400110000000,2020,01,0,0,237.8,221.18,423.68,394.08,542000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,5,2826010400110000000,2020,01,0,0,268.9,225.98,439.81,371.45,582000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,6,2826010400110000000,2020,01,0,0,245.1,192.67,367.33,288.76,475000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,7,2826010400110000000,2020,01,0,0,239.7,222.54,426.08,395.56,588000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,8,2826010400110000000,2020,01,0,0,239.1,222.24,431.76,406.24,594000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,9,2826010400110000000,2020,01,0,0,238.8,221.06,426.08,394.44,580000000,N,2020-04-29
2826010400110000000,2826010400,인천광역시 서구 경서동,1,일반,1000,10,2826010400110000000,2020,01,0,0,238.3,219.83,429.83,396.5,584000000,N,2020-04-29
2826010400110010000,2826010400,인천광역시 서구 경서동,1,일반,1001,1,2826010400110010000,2020,01,0,0,244.9,244.9,194.53,194.53,428000000,N,2020-04-29
2826010400110010000,2826010400,인천광역시 서구 경서동,1,일반,1001,2,2826010400110010000,2020,01,0,0,243.6,243.6,192.99,192.99,429000000,N,2020-04-29
2826010400110010000,2826010400,인천광역시 서구 경서동,1,일반,1001,3,2826010400110010000,2020,01,0,0,243.5,243.5,184.95,184.95,415000000,N,2020-04-29
2826010400110010000,2826010400,인천광역시 서구 경서동,1,일반,1001,4,2826010400110010000,2020,01,0,0,329.8,329.8,263.3,263.3,569000000,N,2020-04-29
2826010400110020000,2826010400,인천광역시 서구 경서동,1,일반,1002,1,2826010400110020000,2020,01,0,0,259.2,259.2,298.67,298.67,537000000,N,2020-04-29
2826010400110020000,2826010400,인천광역시 서구 경서동,1,일반,1002,2,2826010400110020000,2020,01,0,0,258.7,258.7,246.51,246.51,488000000,N,2020-04-29
2826010400110020000,2826010400,인천광역시 서구 경서동,1,일반,1002,3,2826010400110020000,2020,01,0,0,259.5,259.5,206.49,206.49,478000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,1,2826010400110030000,2020,01,0,0,230.2,230.2,183.96,183.96,391000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,3,2826010400110030000,2020,01,0,0,258.9,258.9,247.16,247.16,423000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,4,2826010400110030000,2020,01,0,0,260,260,247.16,247.16,424000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,5,2826010400110030000,2020,01,0,0,260.3,260.3,246.95,246.95,437000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,6,2826010400110030000,2020,01,0,0,257.9,257.9,242.23,242.23,421000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,7,2826010400110030000,2020,01,0,0,226.5,226.5,217.9,217.9,380000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,8,2826010400110030000,2020,01,0,0,230.1,230.1,221.35,221.35,386000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,10,2826010400110030000,2020,01,0,0,230.1,230.1,221.33,221.33,386000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,11,2826010400110030000,2020,01,0,0,229.8,229.8,257.76,257.76,395000000,N,2020-04-29
2826010400110030000,2826010400,인천광역시 서구 경서동,1,일반,1003,12,2826010400110030000,2020,01,0,0,230.1,230.1,82.5,82.5,292000000,N,2020-04-29
2826010400110040000,2826010400,인천광역시 서구 경서동,1,일반,1004,1,2826010400110040000,2020,01,0,0,270.2,270.2,259.23,259.23,510000000,N,2020-04-29
2826010400110040000,2826010400,인천광역시 서구 경서동,1,일반,1004,2,2826010400110040000,2020,01,0,0,268.8,268.8,259.97,259.97,508000000,N,2020-04-29
2826010400720020000,2826010400,인천광역시 서구 경서동,7,블록(지구지역),2002,1,2826010400720020000,2020,01,0,0,507.5,284.76,675.91,379.22,556000000,N,2020-04-29
2826010400720020000,2826010400,인천광역시 서구 경서동,7,블록(지구지역),2002,3,2826010400720020000,2020,01,0,0,284.9,183.02,399.84,261,392000000,N,2020-04-29
2826010400720020000,2826010400,인천광역시 서구 경서동,7,블록(지구지역),2002,5,2826010400720020000,2020,01,0,0,323.4,323.4,704.43,704.43,775000000,N,2020-04-29
2826010400720020000,2826010400,인천광역시 서구 경서동,7,블록(지구지역),2002,6,2826010400720020000,2020,01,0,0,343,61.67,893.13,146.84,181000000,N,2020-04-29
2826010500100110000,2826010500,인천광역시 서구 공촌동,1,일반,11,6,2826010500100110000,2020,01,0,0,211,110.06,198.38,103.48,138000000,N,2020-04-29
2826010500100400000,2826010500,인천광역시 서구 공촌동,1,일반,40,1,2826010500100400000,2020,01,1,0,1258,150.09,131.6,50.4,120000000,N,2020-04-29
2826010500100400000,2826010500,인천광역시 서구 공촌동,1,일반,40,4,2826010500100400000,2020,01,0,0,496,496,198.03,198.03,311000000,N,2020-04-29
2826010500100470000,2826010500,인천광역시 서구 공촌동,1,일반,47,1,2826010500100470000,2020,01,0,0,264,133.45,290.49,158.86,188000000,N,2020-04-29
2826010500100580000,2826010500,인천광역시 서구 공촌동,1,일반,58,3,2826010500100580000,2020,01,1,0,1432,277.09,121.59,121.59,274000000,N,2020-04-29
2826010500101250000,2826010500,인천광역시 서구 공촌동,1,일반,125,0,2826010500101250000,2020,01,0,0,330,330,93,93,203000000,N,2020-04-29
2826010500101360000,2826010500,인천광역시 서구 공촌동,1,일반,136,3,2826010500101360000,2020,01,3,0,3570,259.18,97.58,97.58,161000000,N,2020-04-29
2826010500101360000,2826010500,인천광역시 서구 공촌동,1,일반,136,8,2826010500101360000,2020,01,1,0,1096,276.32,197.16,125.34,240000000,N,2020-04-29
2826010500103000000,2826010500,인천광역시 서구 공촌동,1,일반,300,0,2826010500103000000,2020,01,0,0,374.5,160.4,254.71,109.08,204000000,N,2020-04-29
2826010500103000000,2826010500,인천광역시 서구 공촌동,1,일반,300,2,2826010500103000000,2020,01,0,0,350.8,350.8,658.06,658.06,586000000,N,2020-04-29
2826010500103000000,2826010500,인천광역시 서구 공촌동,1,일반,300,5,2826010500103000000,2020,01,0,0,222,33.88,398.2,60.75,53200000,N,2020-04-29
2826010500103000000,2826010500,인천광역시 서구 공촌동,1,일반,300,10,2826010500103000000,2020,01,0,0,823.3,76.85,809.56,83.61,84400000,N,2020-04-29
2826010500103020000,2826010500,인천광역시 서구 공촌동,1,일반,302,3,2826010500103020000,2020,01,0,0,192.9,77.02,494.66,197.54,155000000,N,2020-04-29
2826010500103030000,2826010500,인천광역시 서구 공촌동,1,일반,303,0,2826010500103030000,2020,01,0,0,758.5,279.36,1285.65,473.51,696000000,N,2020-04-29
2826010500103030000,2826010500,인천광역시 서구 공촌동,1,일반,303,6,2826010500103030000,2020,01,1,0,484.6,88.7,481.44,117.3,117000000,N,2020-04-29
2826010500103050000,2826010500,인천광역시 서구 공촌동,1,일반,305,13,2826010500103050000,2020,01,1,0,1105.1,146.98,801.26,106.53,211000000,N,2020-04-29
2826010500103050000,2826010500,인천광역시 서구 공촌동,1,일반,305,14,2826010500103050000,2020,01,0,0,109,53.77,122.25,60.3,82300000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,0,2826010500103070000,2020,01,0,0,418.2,111.45,663.57,176.85,250000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,2,2826010500103070000,2020,01,0,0,465.2,465.2,258.7,258.7,459000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,7,2826010500103070000,2020,01,0,0,264.7,264.7,186.28,186.28,277000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,8,2826010500103070000,2020,01,0,0,235.6,235.6,361.37,361.37,340000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,9,2826010500103070000,2020,01,0,0,218.4,55.54,496.62,126.27,133000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,10,2826010500103070000,2020,01,0,0,209.2,95.96,508.37,233.18,244000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,11,2826010500103070000,2020,01,0,0,353.6,176.8,393.74,196.87,305000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,12,2826010500103070000,2020,01,0,0,252,82.58,493.82,161.84,178000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,14,2826010500103070000,2020,01,0,0,233.5,184.77,250.56,198.26,255000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,24,2826010500103070000,2020,01,0,0,339.6,243.46,479.85,344,360000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,29,2826010500103070000,2020,01,0,0,131.2,27.09,243.81,50.34,69800000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,30,2826010500103070000,2020,01,0,0,528.3,85.66,658.53,162.16,160000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,31,2826010500103070000,2020,01,0,0,112,82.87,184.63,136.61,167000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,33,2826010500103070000,2020,01,1,0,582,370.15,594.35,594.35,547000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,33,2826010500103070000,2020,01,2,0,582,211.85,340.13,340.13,313000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,35,2826010500103070000,2020,01,0,0,233.6,233.6,408.99,408.99,389000000,N,2020-04-29
2826010500103070000,2826010500,인천광역시 서구 공촌동,1,일반,307,36,2826010500103070000,2020,01,1,0,285.6,285.6,269.18,269.18,357000000,N,2020-04-29
2826010500103080000,2826010500,인천광역시 서구 공촌동,1,일반,308,8,2826010500103080000,2020,01,0,0,714.8,218.16,1146.9,350.08,369000000,N,2020-04-29
2826010500103080000,2826010500,인천광역시 서구 공촌동,1,일반,308,9,2826010500103080000,2020,01,0,0,248.1,119.19,283.26,136.08,195000000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,0,2826010500103090000,2020,01,0,0,200,66.66,351.33,117.11,133000000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,1,2826010500103090000,2020,01,0,0,383.5,150.14,665.94,260.7,326000000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,3,2826010500103090000,2020,01,0,0,191.6,68.55,333.72,119.4,147000000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,6,2826010500103090000,2020,01,1,0,741.6,93.95,494.63,145.52,164000000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,6,2826010500103090000,2020,01,2,0,741.6,422.27,654,654,731000000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,9,2826010500103090000,2020,01,0,0,161.8,44.87,313.87,87.04,80300000,N,2020-04-29
2826010500103090000,2826010500,인천광역시 서구 공촌동,1,일반,309,10,2826010500103090000,2020,01,0,0,802.9,56.6,2060.92,145.29,170000000,N,2020-04-29
2826010500103100000,2826010500,인천광역시 서구 공촌동,1,일반,310,0,2826010500103100000,2020,01,0,0,391.6,56.86,977.18,141.92,147000000,N,2020-04-29
2826010500103100000,2826010500,인천광역시 서구 공촌동,1,일반,310,1,2826010500103100000,2020,01,0,0,235.2,44.52,483.42,91.52,89400000,N,2020-04-29
2826010500103100000,2826010500,인천광역시 서구 공촌동,1,일반,310,5,2826010500103100000,2020,01,0,0,298.8,46.61,787.34,122.79,120000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,0,2826010500103120000,2020,01,0,0,319.8,79.5,472.89,117.57,125000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,1,2826010500103120000,2020,01,0,0,434.9,285.56,316.56,207.84,363000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,5,2826010500103120000,2020,01,0,0,217.6,95.61,228.22,100.27,128000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,8,2826010500103120000,2020,01,0,0,304.3,304.3,699.5,699.5,701000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,14,2826010500103120000,2020,01,0,0,564.3,61.45,1484.35,161.71,138000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,17,2826010500103120000,2020,01,0,0,281.6,281.6,573.8,573.8,534000000,N,2020-04-29
2826010500103120000,2826010500,인천광역시 서구 공촌동,1,일반,312,20,2826010500103120000,2020,01,0,0,270.9,270.9,384.28,384.28,389000000,N,2020-04-29
2826010500103150000,2826010500,인천광역시 서구 공촌동,1,일반,315,0,2826010500103150000,2020,01,0,0,151.3,110.3,330.4,240.86,210000000,N,2020-04-29
2826010500103160000,2826010500,인천광역시 서구 공촌동,1,일반,316,2,2826010500103160000,2020,01,0,0,131,131,313.04,313.04,275000000,N,2020-04-29
2826010500200080000,2826010500,인천광역시 서구 공촌동,2,산,8,0,2826010500200080000,2020,01,1,0,33025,308.6,61.72,61.72,146000000,N,2020-04-29
2826010500200230000,2826010500,인천광역시 서구 공촌동,2,산,23,0,2826010500200230000,2020,01,1,0,2182,275.9,55.18,55.18,2600000,N,2020-04-29
2826010500200810000,2826010500,인천광역시 서구 공촌동,2,산,81,0,2826010500200810000,2020,01,2,0,2132,214.05,20.28,20.28,162000000,N,2020-04-29
2826010500200810000,2826010500,인천광역시 서구 공촌동,2,산,81,0,2826010500200810000,2020,01,5,0,2132,170.99,16.2,16.2,130000000,N,2020-04-29
2826010600100290000,2826010600,인천광역시 서구 공촌동,1,일반,29,6,2826010600100290000,2020,01,0,0,330,127.25,298.56,115.11,234000000,N,2020-04-29
2826010600100480000,2826010600,인천광역시 서구 공촌동,1,일반,48,3,2826010600100480000,2020,01,1,0,330,96.69,231.08,67.7,171000000,N,2020-04-29
2826010600100520000,2826010600,인천광역시 서구 공촌동,1,일반,52,1,2826010600100520000,2020,01,0,0,330,59.07,195.12,34.92,70600000,N,2020-04-29
2826010600101200000,2826010600,인천광역시 서구 공촌동,1,일반,120,2,2826010600101200000,2020,01,1,0,1677,95.66,128.4,41.92,116000000,N,2020-04-29
2826010600101410000,2826010600,인천광역시 서구 공촌동,1,일반,141,0,2826010600101410000,2020,01,0,0,330,330,229.58,229.58,452000000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,0,2826010600106840000,2020,01,1,0,274,162.15,723.1,427.92,407000000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,3,2826010600106840000,2020,01,0,0,243,56.98,461.27,108.15,113000000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,4,2826010600106840000,2020,01,0,0,179.5,59.83,329.09,109.7,119000000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,5,2826010600106840000,2020,01,0,0,300.8,185.02,408.37,251.2,284000000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,6,2826010600106840000,2020,01,0,0,105.1,46.93,108.83,48.59,73200000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,8,2826010600106840000,2020,01,0,0,229.4,229.4,192.22,192.22,227000000,N,2020-04-29
2826010600106840000,2826010600,인천광역시 서구 공촌동,1,일반,684,13,2826010600106840000,2020,01,0,0,388.5,72.42,791.82,147.6,159000000,N,2020-04-29
2826010600106850000,2826010600,인천광역시 서구 공촌동,1,일반,685,1,2826010600106850000,2020,01,0,0,92.5,54.16,254.36,148.92,105000000,N,2020-04-29
2826010600106850000,2826010600,인천광역시 서구 공촌동,1,일반,685,3,2826010600106850000,2020,01,0,0,236.3,154.94,319.2,209.3,282000000,N,2020-04-29
2826010600106850000,2826010600,인천광역시 서구 공촌동,1,일반,685,4,2826010600106850000,2020,01,0,0,261,107.24,275.37,113.14,169000000,N,2020-04-29
2826010600106850000,2826010600,인천광역시 서구 공촌동,1,일반,685,9,2826010600106850000,2020,01,0,0,503.1,146.91,1598.09,466.61,356000000,N,2020-04-29
2826010600106850000,2826010600,인천광역시 서구 공촌동,1,일반,685,10,2826010600106850000,2020,01,0,0,535.4,79.61,1051.43,156.35,160000000,N,2020-04-29
2826010600106860000,2826010600,인천광역시 서구 공촌동,1,일반,686,0,2826010600106860000,2020,01,0,0,150.2,85.39,477.98,271.74,201000000,N,2020-04-29
2826010600106860000,2826010600,인천광역시 서구 공촌동,1,일반,686,1,2826010600106860000,2020,01,0,0,152.3,86.69,480.01,273.24,198000000,N,2020-04-29
2826010600106860000,2826010600,인천광역시 서구 공촌동,1,일반,686,3,2826010600106860000,2020,01,0,0,214.6,54.7,261.12,66.56,87200000,N,2020-04-29
2826010600106860000,2826010600,인천광역시 서구 공촌동,1,일반,686,12,2826010600106860000,2020,01,0,0,579.3,66.97,1532.3,177.21,159000000,N,2020-04-29
2826010600106860000,2826010600,인천광역시 서구 공촌동,1,일반,686,18,2826010600106860000,2020,01,0,0,266.7,192.24,290.64,209.5,363000000,N,2020-04-29
2826010600106870000,2826010600,인천광역시 서구 공촌동,1,일반,687,0,2826010600106870000,2020,01,0,0,584.1,184.81,533.97,168.94,315000000,N,2020-04-29
2826010600106870000,2826010600,인천광역시 서구 공촌동,1,일반,687,11,2826010600106870000,2020,01,0,0,336.9,52.69,790.77,123.69,151000000,N,2020-04-29
